business_id,name,category,revenue,location,rating,priority
B0040,Aditya Mehta,Cold Storage,618287.67,East,4.0,5
B0041,Kiran Shinde,Agro Logistics,504232.13,East,1.11,9
B0042,Kiran Shinde,Warehouse,553684.54,East,2.97,1
B0043,Riya Kulkarni,Warehouse,258709.5,East,3.25,10
B0044,Riya Kulkarni,Cold Storage,230877.84,West,2.07,2
B0045,Karthik Patil,Agro Logistics,193614.12,West,1.27,10
B0046,Aditi Kulkarni,Agro Logistics,586711.8,South,1.61,7
B0047,Aditi Kulkarni,Cold Storage,454151.69,East,2.5,7
B0048,Pooja Deshmukh,Cold Storage,345960.83,North,1.1,8
B0049,Aditi Kulkarni,Warehouse,382991.57,North,2.42,6
B0050,Kiran Shinde,Warehouse,794224.47,South,3.3,3
B0051,Manoj Rao,Agro Logistics,408407.38,South,2.08,3
B0052,Rohan Jain,Warehouse,697317.25,North,1.46,3
B0053,Ananya Hegde,Agro Logistics,82427.73,East,4.52,3
B0054,Aditya Mehta,Agro Logistics,672993.16,South,3.61,3
B0055,Sneha Joshi,Warehouse,436363.28,North,2.61,4
B0056,Manoj Rao,Cold Storage,549424.51,South,4.61,3
B0057,Neha Iyer,Agro Logistics,478543.26,West,1.56,10
B0058,Ananya Hegde,Warehouse,190794.15,West,3.77,7
B0059,Sanjana Rao,Agro Logistics,61964.39,West,2.98,2
B0060,Karthik Patil,Warehouse,96197.6,South,3.3,7
B0061,Megha Kapoor,Warehouse,548469.4,South,2.71,10
B0062,Megha Kapoor,Agro Logistics,298414.96,North,1.3,3
B0063,Riya Kulkarni,Agro Logistics,251744.3,Central,4.81,3
B0064,Arjun Shetty,Agro Logistics,499599.95,Central,4.47,7
B0065,Ananya Hegde,Cold Storage,191268.28,Central,3.06,9
B0066,Manoj Rao,Warehouse,64937.68,East,1.15,4
B0067,Aditya Mehta,Cold Storage,675248.78,East,3.97,7
B0068,Rohan Jain,Warehouse,440214.5,West,4.81,5
B0069,Aditya Mehta,Agro Logistics,738461.71,West,2.3,10
B0070,Rohan Jain,Cold Storage,661558.36,Central,4.17,6
B0071,Aditya Mehta,Cold Storage,389272.07,West,2.2,1
B0072,Arjun Shetty,Cold Storage,408528.51,North,3.14,3
B0073,Ananya Hegde,Agro Logistics,258889.08,South,3.18,9
B0074,Sanjana Rao,Cold Storage,397507.55,West,1.16,7
B0075,Megha Kapoor,Agro Logistics,516913.25,East,4.83,6
B0076,Manoj Rao,Warehouse,274624.39,West,3.11,8
B0077,Manoj Rao,Agro Logistics,230450.11,Central,2.9,7
B0078,Aditi Kulkarni,Warehouse,712009.18,West,4.43,8
B0079,Sanjana Rao,Agro Logistics,353845.84,East,4.55,9
B0080,Aditi Kulkarni,Agro Logistics,498489.55,East,2.18,9
B0081,Aditya Mehta,Agro Logistics,282919.75,South,4.02,4
B0082,Ananya Hegde,Agro Logistics,587479.42,Central,4.71,8
B0083,Arjun Shetty,Warehouse,96742.47,Central,3.91,6
B0084,Kiran Shinde,Cold Storage,370346.43,South,2.34,5
B0085,Manoj Rao,Cold Storage,705038.31,South,3.21,8
B0086,Arjun Shetty,Warehouse,725314.08,Central,1.02,10
B0087,Neha Iyer,Agro Logistics,289320.98,North,4.49,8
B0088,Aditya Mehta,Cold Storage,741045.59,Central,4.13,5
B0089,Megha Kapoor,Cold Storage,580617.48,South,2.05,2
B0090,Aditya Mehta,Warehouse,322764.7,Central,1.67,8
B0091,Sanjana Rao,Cold Storage,799220.16,South,2.95,4
B0092,Riya Kulkarni,Agro Logistics,434442.66,North,2.11,10
B0093,Aditi Kulkarni,Warehouse,389094.73,West,3.1,10
B0094,Sneha Joshi,Warehouse,679184.11,West,3.93,9
B0095,Neha Iyer,Warehouse,349476.73,East,1.9,7
B0096,Manoj Rao,Cold Storage,502971.21,South,1.56,6
B0097,Arjun Shetty,Warehouse,756429.48,North,3.03,4
B0098,Sneha Joshi,Cold Storage,455077.9,East,1.74,2
B0099,Arjun Shetty,Cold Storage,91356.52,North,2.03,3
B0100,Ananya Hegde,Cold Storage,636641.64,Central,4.54,9
B0101,Sneha Joshi,Cold Storage,161842.55,East,1.55,1
B0102,Rohan Jain,Cold Storage,741300.84,East,1.49,6
B0103,Aditi Kulkarni,Agro Logistics,569555.77,North,2.33,9
B0104,Aditi Kulkarni,Cold Storage,698955.88,Central,1.38,2
B0105,Manoj Rao,Cold Storage,608883.28,South,2.37,9
B0106,Pooja Deshmukh,Agro Logistics,730213.67,East,3.42,4
B0107,Karthik Patil,Agro Logistics,455006.77,South,1.84,3
B0108,Ananya Hegde,Cold Storage,75840.0,North,3.05,9
B0109,Pranav Iyer,Agro Logistics,741929.32,Central,1.29,4
B0110,Pranav Iyer,Cold Storage,77365.96,West,4.36,5
B0111,Megha Kapoor,Cold Storage,557515.45,East,1.95,1
B0112,Sneha Joshi,Cold Storage,309289.02,East,3.15,1
B0113,Karthik Patil,Agro Logistics,538731.87,North,2.37,7
B0114,Aditi Kulkarni,Warehouse,323823.54,East,2.89,10
B0115,Kiran Shinde,Cold Storage,343866.17,West,3.2,4
B0116,Manoj Rao,Warehouse,122974.04,West,4.3,3
B0117,Rohan Jain,Agro Logistics,390195.7,Central,1.2,1
B0118,Sanjana Rao,Cold Storage,712803.45,North,1.92,8
B0119,Sneha Joshi,Cold Storage,241945.39,Central,4.65,3
B0120,Sanjana Rao,Cold Storage,754209.02,Central,1.09,8
B0121,Karthik Patil,Cold Storage,201533.04,South,2.38,3
B0122,Megha Kapoor,Warehouse,668094.32,North,2.4,5
B0123,Sanjana Rao,Agro Logistics,784847.15,South,1.32,3
B0124,Aditi Kulkarni,Warehouse,396150.64,West,4.07,6
B0125,Rohan Jain,Cold Storage,230441.43,Central,3.79,7
B0126,Neha Iyer,Cold Storage,202040.81,South,2.11,2
B0127,Aditi Kulkarni,Warehouse,383920.68,Central,4.42,2
B0128,Rohan Jain,Warehouse,735616.24,North,1.32,2
B0129,Pooja Deshmukh,Agro Logistics,714879.75,East,1.73,2
B0130,Riya Kulkarni,Warehouse,348204.49,West,4.31,3
B0131,Aditi Kulkarni,Agro Logistics,263521.11,East,1.15,3
B0132,Megha Kapoor,Warehouse,269858.27,West,1.77,4
B0133,Aditya Mehta,Warehouse,670817.0,Central,2.0,8
B0134,Manoj Rao,Warehouse,533572.74,West,2.65,4
B0135,Rohan Jain,Agro Logistics,187685.03,West,4.3,1
B0136,Neha Iyer,Cold Storage,423444.84,West,2.04,8
B0137,Pooja Deshmukh,Cold Storage,544801.54,West,3.33,3
B0138,Manoj Rao,Warehouse,114404.62,North,4.93,10
B0139,Manoj Rao,Agro Logistics,767861.7,South,1.68,10
B0140,Sneha Joshi,Agro Logistics,236560.45,North,3.28,1
B0141,Megha Kapoor,Agro Logistics,617759.99,Central,3.29,4
B0142,Arjun Shetty,Agro Logistics,505173.87,South,1.33,4
B0143,Sanjana Rao,Warehouse,694031.83,South,3.26,2
B0144,Sanjana Rao,Cold Storage,452156.45,South,1.65,8
B0145,Kiran Shinde,Warehouse,208383.04,South,4.62,8
B0146,Riya Kulkarni,Agro Logistics,656222.79,North,4.29,10
B0147,Ananya Hegde,Agro Logistics,316227.61,Central,4.04,10
B0148,Aditya Mehta,Agro Logistics,329062.9,Central,1.08,2
B0149,Sneha Joshi,Warehouse,213234.69,South,4.07,9
B0150,Megha Kapoor,Agro Logistics,595246.51,Central,3.88,1
