business_id,name,category,revenue,location,rating,priority
B0051,Pooja Deshmukh,Digital Service,545313.87,Central,3.16,10
B0052,Karthik Patil,Digital Service,127358.91,South,2.55,6
B0053,Sanjana Rao,Tourism,675276.5,North,4.11,5
B0054,Riya Kulkarni,Travel Tech,465058.22,Central,1.44,1
B0055,Kiran Shinde,Tourism,539335.23,East,4.44,7
B0056,Manoj Rao,Travel Tech,652686.78,East,1.66,7
B0057,Arjun Shetty,Travel Tech,575467.27,Central,2.67,6
B0058,Neha Iyer,Digital Service,421850.24,North,1.48,6
B0059,Rohan Jain,Tourism,408050.61,East,1.4,9
B0060,Riya Kulkarni,Tourism,207124.01,South,1.47,2
B0061,Riya Kulkarni,Travel Tech,223605.48,West,4.58,6
B0062,Arjun Shetty,Digital Service,367734.33,South,2.39,7
B0063,Kiran Shinde,Travel Tech,673002.08,Central,1.0,9
B0064,Kiran Shinde,Digital Service,566311.71,Central,3.4,5
B0065,Ananya Hegde,Travel Tech,634602.22,Central,2.21,10
B0066,Arjun Shetty,Travel Tech,447493.54,East,2.37,9
B0067,Pooja Deshmukh,Travel Tech,341638.84,South,2.02,10
B0068,Aditi Kulkarni,Travel Tech,696843.97,West,1.15,8
B0069,Aditi Kulkarni,Tourism,228821.24,East,4.24,9
B0070,Kiran Shinde,Tourism,99066.33,North,2.57,8
B0071,Riya Kulkarni,Travel Tech,144508.48,East,4.64,10
B0072,Pooja Deshmukh,Travel Tech,304142.68,South,2.91,5
B0073,Kiran Shinde,Travel Tech,701008.02,South,2.25,7
B0074,Kiran Shinde,Digital Service,732180.3,South,4.15,7
B0075,Ananya Hegde,Travel Tech,217193.05,East,1.27,6
B0076,Karthik Patil,Digital Service,384077.37,West,1.79,6
B0077,Kiran Shinde,Digital Service,452260.09,West,4.47,6
B0078,Ananya Hegde,Digital Service,123253.94,North,2.44,5
B0079,Aditya Mehta,Digital Service,755092.51,West,3.74,6
B0080,Arjun Shetty,Tourism,201179.4,North,3.85,4
B0081,Karthik Patil,Tourism,235745.73,North,1.95,9
B0082,Pooja Deshmukh,Tourism,233130.77,East,1.07,8
B0083,Sneha Joshi,Digital Service,363634.72,West,1.5,6
B0084,Pranav Iyer,Tourism,270956.11,North,3.78,2
B0085,Sneha Joshi,Travel Tech,348228.95,West,1.53,7
B0086,Neha Iyer,Travel Tech,369403.18,East,1.02,7
B0087,Pranav Iyer,Travel Tech,148069.76,East,3.52,2
B0088,Manoj Rao,Travel Tech,788934.91,South,1.58,6
B0089,Neha Iyer,Digital Service,387652.23,East,1.79,9
B0090,Aditya Mehta,Digital Service,625248.82,Central,4.18,9
B0091,Sanjana Rao,Travel Tech,621028.9,North,1.7,9
B0092,Aditi Kulkarni,Travel Tech,211522.7,Central,3.18,3
B0093,Aditi Kulkarni,Digital Service,199500.56,South,2.29,7
B0094,Aditi Kulkarni,Digital Service,180542.52,West,2.19,1
B0095,Megha Kapoor,Tourism,741445.12,East,4.79,3
B0096,Megha Kapoor,Travel Tech,364997.44,Central,2.79,1
B0097,Arjun Shetty,Tourism,525244.86,North,4.12,2
B0098,Arjun Shetty,Travel Tech,506838.98,West,2.58,9
B0099,Rohan Jain,Tourism,661654.29,South,3.17,8
B0100,Sneha Joshi,Tourism,141316.83,East,1.58,4
B0101,Karthik Patil,Digital Service,285498.05,East,4.46,2
B0102,Kiran Shinde,Tourism,140548.42,East,4.9,9
B0103,Manoj Rao,Tourism,772755.55,West,2.34,1
B0104,Karthik Patil,Digital Service,202860.4,South,2.22,9
B0105,Sanjana Rao,Travel Tech,526922.11,Central,4.63,9
B0106,Pranav Iyer,Travel Tech,481359.73,Central,4.57,8
B0107,Karthik Patil,Travel Tech,123008.15,Central,1.16,8
B0108,Arjun Shetty,Tourism,126872.9,Central,4.56,4
B0109,Ananya Hegde,Digital Service,404832.51,East,3.14,2
B0110,Kiran Shinde,Tourism,146288.22,North,2.07,9
B0111,Aditi Kulkarni,Travel Tech,295607.85,Central,4.09,2
B0112,Rohan Jain,Travel Tech,492419.02,Central,1.9,2
B0113,Aditya Mehta,Digital Service,115849.09,Central,4.75,6
B0114,Arjun Shetty,Tourism,136874.32,North,3.14,1
B0115,Sneha Joshi,Travel Tech,257175.37,East,1.81,7
B0116,Arjun Shetty,Travel Tech,230466.77,West,2.21,8
B0117,Rohan Jain,Tourism,778197.93,South,4.2,7
B0118,Manoj Rao,Tourism,763343.83,Central,2.01,10
B0119,Kiran Shinde,Digital Service,478615.73,West,3.7,10
B0120,Sanjana Rao,Tourism,589457.31,South,3.51,10
B0121,Manoj Rao,Tourism,689993.72,Central,4.48,10
B0122,Rohan Jain,Tourism,90161.0,Central,4.94,8
B0123,Sanjana Rao,Tourism,155789.16,East,1.51,1
B0124,Kiran Shinde,Tourism,314946.82,East,3.47,9
B0125,Kiran Shinde,Travel Tech,770192.71,West,3.3,1
B0126,Rohan Jain,Travel Tech,617761.75,Central,4.63,5
B0127,Karthik Patil,Tourism,473730.89,South,1.92,10
B0128,Pooja Deshmukh,Digital Service,59658.58,West,2.14,6
B0129,Aditya Mehta,Tourism,401884.61,North,1.62,10
B0130,Rohan Jain,Tourism,83280.08,North,3.74,1
B0131,Sneha Joshi,Tourism,768977.38,Central,1.3,8
B0132,Pooja Deshmukh,Tourism,233505.19,West,3.05,8
B0133,Megha Kapoor,Travel Tech,398473.62,East,4.57,4
B0134,Neha Iyer,Tourism,623177.07,North,2.79,3
B0135,Sneha Joshi,Tourism,758294.71,North,1.22,8
B0136,Neha Iyer,Digital Service,433531.7,Central,2.55,9
B0137,Kiran Shinde,Tourism,358807.67,West,4.82,3
B0138,Kiran Shinde,Travel Tech,605324.35,West,3.62,2
B0139,Rohan Jain,Tourism,171332.0,South,4.6,1
B0140,Kiran Shinde,Digital Service,97243.87,Central,4.56,6
B0141,Megha Kapoor,Digital Service,181171.93,Central,2.71,7
B0142,Kiran Shinde,Digital Service,365741.74,East,2.37,5
B0143,Pranav Iyer,Digital Service,357454.26,East,2.11,1
B0144,Megha Kapoor,Digital Service,329441.95,East,4.76,5
B0145,Megha Kapoor,Digital Service,695430.63,North,1.54,7
B0146,Kiran Shinde,Digital Service,439993.95,North,1.53,6
B0147,Sanjana Rao,Travel Tech,333690.04,Central,2.51,6
B0148,Kiran Shinde,Digital Service,118781.02,West,3.16,6
B0149,Neha Iyer,Tourism,555484.28,East,2.43,8
B0150,Sneha Joshi,Tourism,799375.93,West,2.07,1
