business_id,name,category,revenue,location,rating,priority
B0047,Arjun Shetty,Recycling,428385.12,South,2.08,3
B0048,Riya Kulkarni,Recycling,144401.78,West,2.96,10
B0049,Neha Iyer,Manufacturing,636673.01,South,4.56,7
B0050,Karthik Patil,Recycling,754748.65,East,1.77,4
B0051,Aditi Kulkarni,Manufacturing,735356.04,North,1.32,9
B0052,Kiran Shinde,Recycling,589730.83,East,4.9,10
B0053,Pranav Iyer,Manufacturing,423815.74,East,4.48,7
B0054,Sneha Joshi,Manufacturing,699542.58,East,4.26,7
B0055,Sanjana Rao,Manufacturing,795780.58,North,1.46,6
B0056,Arjun Shetty,Manufacturing,720332.1,West,2.34,8
B0057,Kiran Shinde,Recycling,422581.77,Central,4.66,8
B0058,Megha Kapoor,E-Waste,798578.34,East,2.76,1
B0059,Kiran Shinde,E-Waste,453581.48,South,2.62,10
B0060,Sanjana Rao,Manufacturing,251801.83,West,1.87,7
B0061,Aditya Mehta,Recycling,354779.82,North,4.87,1
B0062,Riya Kulkarni,Recycling,340806.92,West,1.46,8
B0063,Ananya Hegde,E-Waste,577638.79,East,2.73,2
B0064,Aditi Kulkarni,E-Waste,160978.69,Central,3.2,9
B0065,Pranav Iyer,Recycling,721941.8,East,2.27,1
B0066,Sanjana Rao,E-Waste,500379.41,South,4.66,6
B0067,Pooja Deshmukh,Manufacturing,385658.74,South,2.77,10
B0068,Arjun Shetty,Recycling,420002.87,North,4.27,6
B0069,Rohan Jain,E-Waste,417102.1,North,1.67,6
B0070,Rohan Jain,E-Waste,230078.23,East,2.2,7
B0071,Neha Iyer,E-Waste,586676.41,North,2.64,9
B0072,Megha Kapoor,E-Waste,450670.64,West,4.75,5
B0073,Manoj Rao,Recycling,188007.8,South,2.83,7
B0074,Neha Iyer,E-Waste,81011.7,Central,3.88,9
B0075,Megha Kapoor,Manufacturing,722122.65,West,4.3,9
B0076,Pooja Deshmukh,E-Waste,88397.06,West,1.4,9
B0077,Manoj Rao,Recycling,627478.69,West,4.24,4
B0078,Neha Iyer,Recycling,691245.99,East,1.29,6
B0079,Manoj Rao,Manufacturing,78426.23,Central,2.38,6
B0080,Pooja Deshmukh,E-Waste,287177.43,West,1.1,1
B0081,Pranav Iyer,E-Waste,162605.37,South,1.5,7
B0082,Megha Kapoor,E-Waste,377308.51,South,2.01,8
B0083,Pooja Deshmukh,Recycling,268015.1,Central,1.6,1
B0084,Neha Iyer,Recycling,761614.56,North,4.28,1
B0085,Sneha Joshi,E-Waste,346133.72,East,2.82,4
B0086,Rohan Jain,Manufacturing,415904.47,North,4.57,7
B0087,Sneha Joshi,Manufacturing,625558.18,East,2.82,2
B0088,Aditya Mehta,E-Waste,738151.99,East,3.73,8
B0089,Kiran Shinde,E-Waste,641598.99,East,3.1,2
B0090,Aditi Kulkarni,Recycling,52563.28,West,2.8,10
B0091,Pooja Deshmukh,E-Waste,224463.52,Central,4.97,5
B0092,Pranav Iyer,Manufacturing,371522.86,West,4.8,10
B0093,Pooja Deshmukh,Manufacturing,186943.25,Central,4.65,7
B0094,Neha Iyer,Recycling,552312.65,North,1.74,8
B0095,Arjun Shetty,E-Waste,236449.0,North,2.55,5
B0096,Sanjana Rao,Manufacturing,797683.94,West,2.32,3
B0097,Megha Kapoor,Manufacturing,202348.73,East,1.57,10
B0098,Neha Iyer,Manufacturing,664380.63,North,2.93,10
B0099,Aditi Kulkarni,Manufacturing,290087.9,Central,1.35,4
B0100,Karthik Patil,Manufacturing,636476.21,West,4.65,10
B0101,Ananya Hegde,Recycling,194578.53,North,2.21,10
B0102,Aditya Mehta,Recycling,298095.25,North,1.19,9
B0103,Kiran Shinde,Manufacturing,348910.99,South,4.95,9
B0104,Pooja Deshmukh,E-Waste,179464.0,West,4.5,1
B0105,Karthik Patil,E-Waste,697228.45,North,1.79,6
B0106,Rohan Jain,E-Waste,349272.55,North,3.07,7
B0107,Kiran Shinde,Manufacturing,706776.68,West,3.01,4
B0108,Riya Kulkarni,Manufacturing,627213.29,South,1.58,6
B0109,Rohan Jain,E-Waste,664241.32,West,1.38,10
B0110,Pooja Deshmukh,E-Waste,60876.34,Central,3.62,7
B0111,Ananya Hegde,E-Waste,723825.23,South,2.12,3
B0112,Pooja Deshmukh,E-Waste,299410.8,Central,1.72,1
B0113,Sneha Joshi,E-Waste,104929.78,South,3.91,2
B0114,Arjun Shetty,Recycling,763844.86,North,2.28,2
B0115,Sneha Joshi,Manufacturing,391263.79,South,1.93,9
B0116,Rohan Jain,E-Waste,582998.9,West,3.25,8
B0117,Manoj Rao,Manufacturing,550011.89,South,4.05,8
B0118,Aditya Mehta,E-Waste,115553.36,Central,1.8,6
B0119,Pranav Iyer,Recycling,240501.61,Central,2.75,5
B0120,Pooja Deshmukh,E-Waste,354492.31,North,1.23,8
B0121,Aditya Mehta,Manufacturing,697542.29,Central,1.4,5
B0122,Pranav Iyer,Recycling,528138.43,East,1.76,6
B0123,Riya Kulkarni,Manufacturing,287221.34,West,3.79,2
B0124,Aditya Mehta,Recycling,408067.5,Central,4.5,6
B0125,Aditya Mehta,Recycling,106929.18,West,4.73,6
B0126,Aditi Kulkarni,Recycling,756309.46,South,3.93,7
B0127,Aditya Mehta,E-Waste,566689.77,Central,2.48,2
B0128,Manoj Rao,E-Waste,321359.57,South,3.68,8
B0129,Manoj Rao,Recycling,376455.24,Central,1.08,9
B0130,Pooja Deshmukh,E-Waste,224433.52,Central,1.57,4
B0131,Ananya Hegde,Recycling,277334.75,Central,4.57,1
B0132,Manoj Rao,E-Waste,501308.83,North,3.86,1
B0133,Riya Kulkarni,E-Waste,763354.81,North,3.52,3
B0134,Rohan Jain,Recycling,299890.38,Central,4.43,1
B0135,Sanjana Rao,Manufacturing,354921.62,East,1.95,8
B0136,Aditya Mehta,Recycling,157797.16,Central,3.41,9
B0137,Aditya Mehta,E-Waste,374894.72,East,3.61,8
B0138,Kiran Shinde,Manufacturing,125067.72,Central,4.78,1
B0139,Rohan Jain,Manufacturing,131571.5,North,2.95,9
B0140,Pranav Iyer,Recycling,754181.02,South,2.0,8
B0141,Manoj Rao,Manufacturing,495210.13,South,2.34,10
B0142,Ananya Hegde,Recycling,533922.74,South,4.51,7
B0143,Riya Kulkarni,Recycling,643394.68,West,3.45,3
B0144,Sanjana Rao,Recycling,712689.86,East,4.65,5
B0145,Arjun Shetty,E-Waste,276664.45,West,3.32,6
B0146,Aditi Kulkarni,Recycling,727184.41,East,2.4,8
B0147,Sanjana Rao,Manufacturing,275860.36,South,4.81,2
B0148,Neha Iyer,Manufacturing,313060.36,South,2.34,8
B0149,Rohan Jain,Recycling,375631.44,West,1.79,5
B0150,Kiran Shinde,E-Waste,528608.52,West,4.0,5
