business_id,name,category,revenue,location,rating,priority
B0042,Sanjana Rao,Banking,799250.6,North,2.9,7
B0043,Rohan Jain,Finance,775771.64,North,1.72,2
B0044,Megha Kapoor,Finance,771218.85,Central,2.88,9
B0045,Rohan Jain,Finance,707748.14,North,2.76,5
B0046,Aditi Kulkarni,Banking,794658.31,West,1.12,4
B0047,Arjun Shetty,Finance,717151.32,North,3.85,3
B0048,Kiran Shinde,Finance,286242.44,West,2.23,6
B0049,Aditi Kulkarni,Banking,618781.62,Central,2.55,6
B0050,Sanjana Rao,Microfinance,88255.04,South,3.11,9
B0051,Neha Iyer,Banking,704298.29,North,4.69,9
B0052,Aditya Mehta,Banking,414007.41,North,2.85,5
B0053,Pooja Deshmukh,Finance,349178.49,North,4.53,9
B0054,Riya Kulkarni,Banking,509347.98,East,2.1,5
B0055,Riya Kulkarni,Banking,576780.62,West,1.32,6
B0056,Ananya Hegde,Banking,397009.33,East,4.12,4
B0057,Pranav Iyer,Finance,93266.17,East,4.34,8
B0058,Neha Iyer,Microfinance,92279.1,West,4.86,4
B0059,Pooja Deshmukh,Microfinance,260543.54,West,3.75,5
B0060,Karthik Patil,Finance,574088.58,Central,2.53,10
B0061,Megha Kapoor,Finance,644956.89,Central,4.54,4
B0062,Neha Iyer,Banking,543721.35,East,1.55,9
B0063,Sanjana Rao,Microfinance,549256.72,West,2.18,1
B0064,Karthik Patil,Banking,341731.06,Central,2.93,9
B0065,Arjun Shetty,Finance,84833.27,South,3.54,8
B0066,Kiran Shinde,Finance,287164.27,Central,4.65,9
B0067,Pooja Deshmukh,Finance,51017.28,West,4.5,7
B0068,Aditya Mehta,Microfinance,370282.22,North,1.14,4
B0069,Aditi Kulkarni,Banking,268176.95,North,2.08,8
B0070,Neha Iyer,Finance,63392.49,Central,3.4,1
B0071,Sanjana Rao,Finance,353115.65,South,3.22,10
B0072,Megha Kapoor,Finance,236510.83,South,4.46,9
B0073,Megha Kapoor,Finance,76859.81,West,2.07,6
B0074,Manoj Rao,Microfinance,525123.19,Central,1.64,10
B0075,Karthik Patil,Banking,474352.77,North,2.36,5
B0076,Pooja Deshmukh,Finance,202249.69,South,3.81,10
B0077,Aditi Kulkarni,Banking,261241.76,North,3.79,3
B0078,Megha Kapoor,Finance,609873.28,East,3.44,10
B0079,Aditya Mehta,Banking,542690.38,South,2.25,5
B0080,Megha Kapoor,Banking,348147.4,Central,4.99,10
B0081,Pranav Iyer,Microfinance,456372.04,South,3.82,9
B0082,Ananya Hegde,Microfinance,491445.75,Central,3.59,1
B0083,Rohan Jain,Banking,320475.31,East,4.69,5
B0084,Aditi Kulkarni,Microfinance,657018.35,South,2.31,5
B0085,Pooja Deshmukh,Banking,544996.62,East,1.79,9
B0086,Aditi Kulkarni,Finance,400671.67,North,1.87,2
B0087,Kiran Shinde,Microfinance,319147.74,West,1.81,3
B0088,Aditya Mehta,Finance,666712.69,South,4.58,4
B0089,Aditi Kulkarni,Finance,137472.13,South,3.29,6
B0090,Kiran Shinde,Banking,763812.56,West,1.43,7
B0091,Sneha Joshi,Microfinance,650130.32,South,1.4,10
B0092,Rohan Jain,Microfinance,706482.2,East,2.54,10
B0093,Sanjana Rao,Banking,697100.21,South,3.81,2
B0094,Pranav Iyer,Banking,627881.79,South,4.0,9
B0095,Aditi Kulkarni,Finance,182677.09,South,1.94,2
B0096,Rohan Jain,Banking,228055.13,North,3.87,3
B0097,Aditya Mehta,Finance,483746.11,North,2.21,9
B0098,Sanjana Rao,Finance,650061.61,North,4.74,1
B0099,Karthik Patil,Finance,305471.25,South,2.14,9
B0100,Kiran Shinde,Finance,669632.59,South,1.96,3
B0101,Manoj Rao,Banking,547174.16,South,1.45,9
B0102,Pranav Iyer,Microfinance,458861.34,South,3.71,3
B0103,Rohan Jain,Microfinance,706612.96,East,1.48,5
B0104,Sanjana Rao,Finance,714157.36,Central,1.65,3
B0105,Karthik Patil,Microfinance,396029.71,Central,4.57,8
B0106,Aditya Mehta,Microfinance,694078.22,South,3.92,10
B0107,Neha Iyer,Microfinance,588818.01,East,2.52,1
B0108,Riya Kulkarni,Microfinance,391861.29,West,3.16,5
B0109,Megha Kapoor,Banking,235360.39,South,2.64,5
B0110,Aditya Mehta,Microfinance,267822.04,West,1.43,8
B0111,Sneha Joshi,Finance,559732.57,West,2.83,4
B0112,Manoj Rao,Finance,665888.27,East,2.82,7
B0113,Megha Kapoor,Banking,519772.93,East,4.49,3
B0114,Sneha Joshi,Banking,410273.38,East,1.25,4
B0115,Arjun Shetty,Banking,771375.7,North,4.07,4
B0116,Sanjana Rao,Finance,394996.4,North,1.8,3
B0117,Aditya Mehta,Banking,660452.71,East,4.39,8
B0118,Sneha Joshi,Microfinance,56907.23,Central,1.6,6
B0119,Kiran Shinde,Microfinance,775558.19,West,3.08,3
B0120,Pooja Deshmukh,Microfinance,621474.47,West,4.12,4
B0121,Rohan Jain,Microfinance,388647.17,West,3.46,6
B0122,Ananya Hegde,Microfinance,294080.86,East,2.15,9
B0123,Sneha Joshi,Banking,212348.07,North,1.39,10
B0124,Megha Kapoor,Banking,718728.28,North,4.66,5
B0125,Karthik Patil,Banking,616363.34,West,2.42,9
B0126,Riya Kulkarni,Finance,532065.33,West,2.1,3
B0127,Riya Kulkarni,Microfinance,746675.73,East,1.31,6
B0128,Manoj Rao,Finance,796801.76,East,2.08,5
B0129,Arjun Shetty,Finance,669476.63,Central,2.81,4
B0130,Megha Kapoor,Banking,304776.75,East,2.14,1
B0131,Karthik Patil,Banking,480294.79,Central,4.25,9
B0132,Karthik Patil,Finance,588505.43,North,3.34,9
B0133,Karthik Patil,Microfinance,689148.23,North,3.74,7
B0134,Pooja Deshmukh,Microfinance,638503.53,South,1.53,3
B0135,Karthik Patil,Microfinance,185727.8,South,4.32,10
B0136,Aditi Kulkarni,Finance,82620.56,Central,1.31,6
B0137,Aditya Mehta,Microfinance,70661.63,East,3.36,10
B0138,Pranav Iyer,Banking,799505.9,North,3.84,1
B0139,Aditya Mehta,Finance,98218.2,North,2.17,10
B0140,Ananya Hegde,Banking,756838.79,West,4.34,8
B0141,Kiran Shinde,Microfinance,150412.22,East,2.29,2
B0142,Arjun Shetty,Finance,409101.56,West,4.09,7
B0143,Ananya Hegde,Banking,206409.89,East,1.84,1
B0144,Aditi Kulkarni,Finance,186666.06,West,2.55,3
B0145,Aditya Mehta,Microfinance,158830.74,North,1.54,10
B0146,Kiran Shinde,Microfinance,87736.94,South,4.74,6
B0147,Pooja Deshmukh,Microfinance,459227.95,South,1.08,4
B0148,Manoj Rao,Finance,639986.66,North,2.91,2
B0149,Aditi Kulkarni,Microfinance,314102.27,North,3.24,7
B0150,Pranav Iyer,Microfinance,281705.5,Central,1.44,7
