business_id,name,category,revenue,location,rating,priority
B0120,Neha Iyer,Food Delivery,214428.59,West,4.13,5
B0121,Pooja Deshmukh,Logistics,381176.12,North,4.19,2
B0122,Aditi Kulkarni,Quick Commerce,475129.76,Central,2.09,4
B0123,Pranav Iyer,Quick Commerce,594145.11,East,1.62,4
B0124,Neha Iyer,Quick Commerce,693013.17,East,4.17,6
B0125,Megha Kapoor,Quick Commerce,331599.39,South,1.92,9
B0126,Riya Kulkarni,Food Delivery,731313.04,Central,3.14,5
B0127,Karthik Patil,Quick Commerce,85231.96,Central,2.02,6
B0128,Karthik Patil,Logistics,760621.48,South,2.94,4
B0129,Kiran Shinde,Quick Commerce,510910.32,East,1.66,9
B0130,Megha Kapoor,Food Delivery,316744.31,North,4.38,9
B0131,Riya Kulkarni,Quick Commerce,535802.33,West,3.07,1
B0132,Sneha Joshi,Quick Commerce,454295.64,East,2.04,1
B0133,Rohan Jain,Quick Commerce,723487.25,East,1.07,9
B0134,Kiran Shinde,Food Delivery,192094.8,East,2.51,4
B0135,Ananya Hegde,Logistics,566189.47,Central,2.31,4
B0136,Pooja Deshmukh,Food Delivery,526700.25,East,4.12,1
B0137,Sneha Joshi,Logistics,740761.16,Central,4.54,3
B0138,Neha Iyer,Food Delivery,416999.92,Central,3.14,9
B0139,Sanjana Rao,Food Delivery,241873.16,East,3.46,9
B0140,Pooja Deshmukh,Logistics,166148.48,South,2.43,3
B0141,Karthik Patil,Food Delivery,541109.57,South,4.8,5
B0142,Aditi Kulkarni,Food Delivery,304675.65,East,2.7,3
B0143,Neha Iyer,Food Delivery,760337.63,South,3.1,8
B0144,Aditi Kulkarni,Food Delivery,466551.99,Central,4.69,5
B0145,Megha Kapoor,Quick Commerce,82347.15,Central,1.2,5
B0146,Arjun Shetty,Quick Commerce,798638.99,Central,4.68,3
B0147,Sanjana Rao,Logistics,145273.84,West,2.82,7
B0148,Rohan Jain,Quick Commerce,323767.74,West,3.65,9
B0149,Megha Kapoor,Quick Commerce,648572.68,North,1.17,3
B0150,Pranav Iyer,Logistics,684139.25,East,3.66,10
