business_id,name,category,revenue,location,rating,priority
B0035,Neha Iyer,Research,481948.23,West,1.93,2
B0036,Pooja Deshmukh,R&D,767081.23,South,4.01,1
B0037,Aditya Mehta,Research,258650.2,West,3.32,8
B0038,Neha Iyer,Research,259583.37,West,1.67,5
B0039,Kiran Shinde,Innovation,535299.83,East,1.31,2
B0040,Pranav Iyer,Research,396611.9,South,4.92,6
B0041,Rohan Jain,Innovation,380115.69,East,2.96,6
B0042,Aditya Mehta,R&D,654923.0,East,2.29,10
B0043,Pranav Iyer,Innovation,782714.47,South,4.79,4
B0044,Neha Iyer,Innovation,583766.06,East,2.17,3
B0045,Aditya Mehta,Research,138963.21,Central,2.49,1
B0046,Ananya Hegde,Innovation,198260.46,South,4.0,4
B0047,Riya Kulkarni,Innovation,650215.41,North,2.99,1
B0048,Megha Kapoor,Innovation,508014.26,Central,1.4,2
B0049,Pooja Deshmukh,Research,176349.64,Central,3.78,7
B0050,Kiran Shinde,Research,655218.79,Central,3.71,1
B0051,Kiran Shinde,Innovation,449554.24,South,4.68,2
B0052,Pranav Iyer,R&D,641426.98,West,3.41,3
B0053,Pranav Iyer,Research,699312.82,West,3.43,5
B0054,Manoj Rao,Innovation,100965.22,East,3.38,6
B0055,Neha Iyer,R&D,526689.89,East,2.38,9
B0056,Kiran Shinde,R&D,629576.63,West,1.37,3
B0057,Rohan Jain,Innovation,99230.57,West,2.16,3
B0058,Sneha Joshi,Innovation,751380.89,Central,1.65,2
B0059,Arjun Shetty,Innovation,500740.96,Central,4.9,7
B0060,Aditya Mehta,R&D,260876.29,West,1.65,5
B0061,Pooja Deshmukh,Research,589546.42,West,4.53,10
B0062,Neha Iyer,Research,226335.73,Central,1.97,2
B0063,Arjun Shetty,Innovation,211129.88,South,3.0,4
B0064,Riya Kulkarni,Research,67053.7,Central,3.91,4
B0065,Ananya Hegde,Innovation,347880.23,East,1.44,7
B0066,Manoj Rao,Innovation,603004.24,Central,1.16,6
B0067,Aditi Kulkarni,Innovation,157186.62,Central,4.88,5
B0068,Rohan Jain,Research,458664.41,West,1.09,9
B0069,Karthik Patil,Innovation,620109.19,North,1.29,1
B0070,Kiran Shinde,Research,105582.16,South,2.52,2
B0071,Megha Kapoor,R&D,444289.93,North,4.08,6
B0072,Pooja Deshmukh,Research,205515.49,South,4.19,2
B0073,Manoj Rao,Innovation,571894.14,East,1.89,9
B0074,Rohan Jain,Innovation,131869.56,Central,3.75,1
B0075,Aditya Mehta,Research,186765.38,West,4.44,4
B0076,Manoj Rao,Innovation,360367.17,West,4.53,2
B0077,Megha Kapoor,Innovation,606509.22,East,3.28,9
B0078,Sneha Joshi,Innovation,644071.29,Central,3.39,10
B0079,Neha Iyer,Research,192692.48,East,3.3,2
B0080,Manoj Rao,Innovation,483429.34,South,2.52,8
B0081,Aditi Kulkarni,Research,358862.65,West,4.09,1
B0082,Sneha Joshi,R&D,54577.63,West,1.32,1
B0083,Arjun Shetty,Innovation,454267.15,South,1.6,1
B0084,Kiran Shinde,Innovation,538290.3,West,4.32,1
B0085,Aditya Mehta,Innovation,500126.16,West,4.55,3
B0086,Neha Iyer,Research,450449.87,North,3.26,1
B0087,Sanjana Rao,Innovation,669136.41,Central,3.73,1
B0088,Karthik Patil,Innovation,292156.76,East,4.31,6
B0089,Arjun Shetty,Innovation,703021.72,South,4.81,3
B0090,Riya Kulkarni,Innovation,431370.89,East,2.87,1
B0091,Karthik Patil,R&D,579706.66,South,1.48,3
B0092,Aditya Mehta,R&D,779037.42,South,1.05,4
B0093,Sanjana Rao,R&D,261974.81,West,4.3,8
B0094,Kiran Shinde,Innovation,511795.19,South,1.53,9
B0095,Megha Kapoor,R&D,514947.49,North,1.32,8
B0096,Sneha Joshi,R&D,169603.67,South,3.35,8
B0097,Rohan Jain,R&D,274878.25,South,4.62,8
B0098,Ananya Hegde,Research,464876.4,West,4.16,1
B0099,Aditi Kulkarni,R&D,619734.39,Central,3.41,6
B0100,Aditya Mehta,R&D,81919.08,South,4.02,5
B0101,Ananya Hegde,R&D,595150.03,South,1.92,9
B0102,Kiran Shinde,Innovation,345844.1,West,1.55,5
B0103,Megha Kapoor,Innovation,690864.65,East,1.78,3
B0104,Karthik Patil,Research,780839.06,South,1.59,7
B0105,Aditi Kulkarni,Innovation,512335.48,West,4.39,7
B0106,Aditya Mehta,Innovation,59173.11,East,2.6,4
B0107,Kiran Shinde,Innovation,537790.41,North,2.8,3
B0108,Sanjana Rao,Innovation,534645.13,Central,2.64,8
B0109,Rohan Jain,Innovation,178103.3,Central,4.22,8
B0110,Riya Kulkarni,R&D,386143.76,South,2.93,10
B0111,Sanjana Rao,Innovation,239654.9,East,2.17,2
B0112,Kiran Shinde,R&D,322740.0,West,1.75,4
B0113,Manoj Rao,Innovation,725586.79,East,3.53,6
B0114,Aditya Mehta,Research,244350.47,West,2.09,2
B0115,Neha Iyer,Research,299629.51,East,2.64,4
B0116,Sanjana Rao,Innovation,516651.88,North,3.24,7
B0117,Pranav Iyer,R&D,600537.0,West,4.62,5
B0118,Rohan Jain,R&D,644316.59,West,2.74,3
B0119,Neha Iyer,Innovation,415219.8,North,3.82,4
B0120,Pooja Deshmukh,Research,272465.22,West,2.63,7
B0121,Karthik Patil,Innovation,95072.51,South,3.87,7
B0122,Arjun Shetty,R&D,295880.08,Central,3.0,2
B0123,Karthik Patil,Research,429823.38,South,3.74,5
B0124,Aditi Kulkarni,Research,464880.51,North,1.83,8
B0125,Aditya Mehta,R&D,783908.82,Central,4.07,5
B0126,Sneha Joshi,Research,107054.39,North,1.49,8
B0127,Aditi Kulkarni,R&D,145250.81,East,2.16,8
B0128,Arjun Shetty,Innovation,519661.83,Central,1.83,7
B0129,Karthik Patil,Research,250778.35,North,3.16,10
B0130,Megha Kapoor,R&D,435025.68,South,1.57,6
B0131,Karthik Patil,Research,247109.12,East,3.82,8
B0132,Riya Kulkarni,R&D,190720.22,East,4.54,1
B0133,Pooja Deshmukh,Innovation,710175.51,West,1.46,7
B0134,Sneha Joshi,Research,645283.2,West,1.75,7
B0135,Manoj Rao,Research,322983.51,West,1.1,2
B0136,Karthik Patil,R&D,621939.44,South,4.17,2
B0137,Arjun Shetty,Innovation,140785.34,East,4.23,1
B0138,Kiran Shinde,Research,118809.02,South,3.08,6
B0139,Manoj Rao,Innovation,384807.94,North,1.8,10
B0140,Aditi Kulkarni,R&D,408262.64,West,2.04,2
B0141,Aditi Kulkarni,Research,141626.38,Central,3.11,5
B0142,Manoj Rao,Research,503127.79,South,2.91,7
B0143,Sanjana Rao,Research,323452.06,South,2.5,2
B0144,Ananya Hegde,R&D,732827.26,North,2.44,2
B0145,Sneha Joshi,Innovation,299619.26,South,1.43,7
B0146,Kiran Shinde,R&D,219875.58,South,4.6,7
B0147,Neha Iyer,R&D,153306.29,South,3.96,9
B0148,Rohan Jain,Innovation,611536.76,North,3.3,4
B0149,Ananya Hegde,Innovation,221659.3,North,1.38,5
B0150,Arjun Shetty,Innovation,375505.94,West,3.56,5
